打印行	 println
竞争	race
光荣	honour
尊敬	honour
敬意	honour
休息	rest
安静	rest
静止	rest
情况	circumstance
条件	circumstance
境遇	circumstance
透镜	lens
镜片	lens
镜头	lens
减轻	relieve
解除	relieve
救济	relieve
将	should
万一	should
就	should
退下	retire
引退	retire
就寝	retire
伯父	uncle
叔父	uncle
舅父	uncle
公民	citizen
市民	citizen
居民	citizen
弓	bow
蝴蝶结	bow
鞠躬	bow
限制	limitation
限度	limitation
局限	limitation
时期	period
学时	period
句号	period
和	with
一起	with
具有	with
锯子	saw
锯	saw
锯开	saw
党	party
党派	party
聚会	party
小组	group
群	group
聚集	group
卷	coil
线圈	coil
绕	wind
缠绕	wind
卷曲	wind
香烟	cigarette
纸烟	cigarette
卷烟	cigarette
坚决	resolution
坚定	resolution
决定	resolution
决定	determine
查明	determine
决心	determine
解决	resolve
决心	resolve
替换物	alternative
取舍	alternative
抉择	alternative
先生	sir
阁下	sir
爵士	sir
官员	officer
干事	officer
军官	officer
开的	open
开放的	open
开	open
袋	sack
麻袋	sack
开除	sack
发展	develop
形成	develop
开发	develop
塞子	tap
龙头	tap
开发	tap
花	flower
花卉	flower
开花	flower
花	bloom
开花	bloom
开花期	bloom
文明	civilization
文化	civilization
开化	civilization
火	fire
火灾	fire
开火	fire
跳起	start
出发	start
开始	start
剥削	exploit
利用	exploit
开拓	exploit
看	look
显得	look
看见	see
遇见	see
看出	see
保姆	nurse
护士	nurse
看护	nurse
拷问	torture
折磨	torture
拷打	torture
烤面包	toast
烘	toast
烤	toast
倾斜	lean
屈身	lean
靠	lean
垫子	cushion
坐垫	cushion
靠垫	cushion
向	apach
靠近	apach
谷物	grain
谷粒	grain
颗粒	grain
咳	cough
咳嗽	cough
能	can
会	can
可能	can
易于	liable
的	liable
可能的	liable
机会	chance
机遇	chance
可能性	chance
焦虑	anxiety
忧虑	anxiety
渴望	anxiety
饿	hunger
饥饿	hunger
渴望	hunger
攻取	conquest
征服	conquest
克服	conquest
抑制	restraint
遏制	restraint
克制	restraint
运输	transportation
运送	transportation
客运	transportation
功课	lesson
课	lesson
课程	lesson
原文	text
本文	text
课文	text
空间	space
场地	space
空白	space
想象	imagination
想象力	imagination
空想	imagination
抱怨	complain
拆苦	complain
控告	complain
抱怨	complaint
怨言	complaint
控告	complaint
命令	command
指挥	command
控制	command
控制	control
克制	control
杆	lever
杠杆	lever
控制杆	lever
争吵	quarrel
吵架	quarrel
口角	quarrel
嘴	mouth
口	mouth
口腔	mouth
解释	interpret
说明	interpret
口译	interpret
扣子	button
按钮	button
扣紧	button
快的	fast
偏快的	fast
快	fast
不久	soon
早	soon
快	soon
表示	express
快车	express
快递	express
快	speed
速率	speed
快行	speed
宽阔	width
广阔	width
宽度	width
原谅	forgive
饶恕	forgive
宽恕	forgive
忍受	tolerate
容忍	tolerate
宽恕	tolerate
对待	treat
处理	treat
款待	treat
篮	basket
篓	basket
筐	basket
发热	fever
发烧	fever
狂热	fever
矿	ore
矿石	ore
矿砂	ore
包裹	package
包	package
捆	package
困难	difficulty
难事	difficulty
困境	difficulty
扩大	expansion
扩充	expansion
扩张	expansion
浪费	waste
废物	waste
垃圾	waste
热的	hot
刺激的	hot
辣的	hot
街区	block
堵塞	block
拦阻	block
滥用	abuse
虐待	abuse
劳动	labour
工作	labour
劳工	labour
永远	forever
总是	forever
老是	forever
音乐	music
乐曲	music
乐谱	music
仪器	instrument
工具	instrument
乐器	instrument
欢乐	joy
喜悦	joy
乐事	joy
愉快	pleasure
快乐	pleasure
乐事	pleasure
堆	pile
堆叠	pile
累积	pile
冷的	cold
冷淡的	cold
冷	cold
颤抖	shiver
哆嗦	shiver
冷颤	shiver
离婚	divorce
离异	divorce
从	from
来	from
离开	from
漫游	wander
迷路	wander
离题	wander
白昼	daylight
日光	daylight
黎明	daylight
典礼	ceremony
仪式	ceremony
礼节	ceremony
方式	manner
态度	manner
礼貌	manner
察觉	perceive
发觉	perceive
理解	perceive
争论	argument
辩论	argument
理由	argument
强迫	force
力	force
力量	force
力	strength
力量	strength
力气	strength
日历	calendar
历书	calendar
历法	calendar
兴趣	interest
利益	interest
利息	interest
说明	illustration
图解	illustration
例证	illustration
连接	connection
联系	connection
连贯性	connection
接合	conjunction
连接	conjunction
连接词	conjunction
协会	association
团体	association
联合	association
同盟	league
联盟	league
联合会	league
连接	connect
连结	connect
联系	connect
使接触	contact
与	contact
联系	contact
锻炼	exercise
训练	exercise
练习	exercise
面包	bread
食物	bread
粮食	bread
量	gauge
测量	gauge
量器	gauge
待遇	treatment
治疗	treatment
疗法	treatment
想象	imagine
设想	imagine
料想	imagine
表	list
目录	list
列举	list
游戏	game
比赛	game
猎物	game
洞	hole
孔眼	hole
裂开处	hole
邻居	neighbour
邻国	neighbour
邻人	neighbour
阵雨	shower
阵	shower
淋浴	shower
鸣	ring
按铃	ring
铃声	ring
金钢石	diamond
钻石	diamond
菱形	diamond
零	zero
零点	zero
零度	zero
职业	job
工作	job
零活	job
细节	detail
枝节	detail
零件	detail
改变	change
变化	change
零钱	change
引导	guidance
指导	guidance
领导	guidance
为	lead
带路	lead
领导	lead
捉住	catch
赶上	catch
领会	catch
理解	comprehension
理解力	comprehension
领悟	comprehension
面积	area
地区	area
领域	area
王国	realm
国土	realm
领域	realm
地区	region
地带	region
领域	region
领土	territory
版图	territory
领域	territory
滑跤	slip
滑落	slip
溜	slip
河	stream
流	stream
胜	prevail
优胜	prevail
流行	prevail
谷	valley
溪谷	valley
流域	valley
漏	leak
泄露	leak
漏洞	leak
线带	tape
磁带	tape
录音带	tape
路	route
路线	route
路程	route
蛋	egg
鸡蛋	egg
卵	egg
讨论	discuss
谈论	discuss
论述	discuss
讨论	discussion
谈论	discussion
论述	discussion
逻辑	logic
推理	logic
逻辑性	logic
坚果	nut
干果	nut
螺母	nut
放	set
安置	set
落	set
抚	stroke
摩	stroke
捋	stroke
旅行	journey
旅程	journey
客人	guest
宾客	guest
旅客	guest
头	head
上端	head
率领	head
掠过	skim
擦过	skim
略读	skim
烦扰	bother
迷惑	bother
麻烦	bother
埋葬	bury
葬	bury
埋藏	bury
买	buy
购买	buy
买	purchase
购买	purchase
获得	obtain
得到	obtain
买到	obtain
脉搏	pulse
脉冲	pulse
脉动	pulse
蜂	bee
密蜂	bee
忙碌的人	bee
丛林	jungle
密林	jungle
莽丛	jungle
猫	cat
猫科	cat
猫皮	cat
头发	hair
毛发	hair
毛	hair
地毯	carpet
毡毯	carpet
毛毯	carpet
出现	emerge
涌现	emerge
冒出	emerge
风险	risk
危险	risk
冒险	risk
烟	smoke
抽烟	smoke
冒烟	smoke
帽子	cap
便帽	cap
帽状物	cap
不	no
并不	no
没有	no
额	brow
眉	brow
眉毛	brow
坑	pit
地坑	pit
煤矿	pit
美	beauty
美丽	beauty
美人	beauty
姐妹	sister
姐	sister
妹	sister
种	seed
籽	seed
萌芽	seed
使猛撞	dash
溅	dash
猛冲	dash
巨响	bang
枪声	bang
猛击	bang
捣碎	pound
舂烂	pound
猛击	pound
视	vision
想象力	vision
梦幻	vision
出血	bleed
流血	bleed
泌脂	bleed
密集	density
稠密	density
密度	density
棉	cotton
棉线	cotton
棉布	cotton
尺寸	dimension
尺度	dimension
面积	dimension
特征	feature
特色	feature
面貌	feature
接见	interview
会见	interview
面谈	interview
形容	describe
描写	describe
描绘	describe
圣堂	temple
神殿	temple
庙宇	temple
死	death
死亡	death
灭亡	death
死	die
死亡	die
灭亡	die
人种	race
种族	race
民族	race
卡	card
卡片	card
名片	card
智慧	wisdom
才智	wisdom
名言	wisdom
星	star
恒星	star
明星	star
商品	brand
烙印	brand
铭刻	brand
次序	order
整齐	order
命令	order
需要	require
要求	require
命令	require
有知觉	feel
触	feel
摸	feel
例子	example
实例	example
模范	example
模型	model
模式	model
模特儿	model
摩擦	rub
擦	rub
穿着	wear
戴	wear
磨损	wear
破布	rag
碎布	rag
抹布	rag
母牛	cow
奶牛	cow
母兽	cow
树林	wood
森林	wood
木头	wood
目的地	destination
终点	destination
目标	destination
靶	target
标的	target
目标	target
球门	goal
得分	goal
目的	goal
意图	intention
意向	intention
目的	intention
物	object
物体	object
目的	object
证据	witness
证人	witness
目击	witness
帘	curtain
窗帘	curtain
幕	curtain
当时	then
然后	then
那么	then
那	that
那样	that
奶油	cream
乳脂	cream
奶油色	cream
持续	last
持久	last
耐久	last
忍耐	patience
容忍	patience
耐心	patience
男的	male
雄的	male
男子	male
南	south
南方	south
南方的	south
很少	seldom
不常	seldom
难得	seldom
盖子	lid
盖	lid
囊盖	lid
脑	brain
脑髓	brain
脑力	brain
橱	cabinet
柜	cabinet
内阁	cabinet
活力	energy
精力	energy
能	energy
力量	might
威力	might
能力	might
容量	capacity
能力	capacity
能量	capacity
发明	invent
创造	invent
捏造	invent
发明	invention
创造	invention
捏造	invention
螺旋	screw
螺丝	screw
拧紧	screw
厩	stable
马厩	stable
牛棚	stable
捻	twist
拧	twist
扭弯	twist
农民	farmer
农夫	farmer
农场主	farmer
国家	country
国土	country
农村	country
农业	agriculture
农艺	agriculture
农学	agriculture
厚的	thick
密的	thick
浓	thick
集中	concentrate
聚集	concentrate
浓缩	concentrate
集中	concentration
专注	concentration
浓缩	concentration
错误	mistake
误解	mistake
弄错	mistake
打扰	disturb
扰乱	disturb
弄乱	disturb
给	bathe
洗澡	bathe
弄湿	bathe
曲线	curve
弯	curve
弄弯	curve
女孩子	girl
姑娘	girl
女儿	girl
妇女	woman
女人	woman
女性	woman
攀登	climb
爬	climb
消灭	eliminate
消除	eliminate
排除	eliminate
出口	outlet
出路	outlet
排遣	outlet
送	send
寄发	send
派遣	send
奖	award
奖品	award
判定	award
意见	judgement
审判	judgement
判断	judgement
谴责	condemn
指责	condemn
判刑	condemn
丢弃	abandon
放弃	abandon
抛弃	abandon
壳	shell
贝壳	shell
炮弹	shell
耕	cultivate
种植	cultivate
培养	cultivate
训练	training
锻炼	training
培养	training
满意	satisfaction
快事	satisfaction
赔偿	satisfaction
装备	equipment
设备	equipment
配备	equipment
一对	pair
成对	pair
配对	pair
合作	cooperate
协作	cooperate
配合	cooperate
伙伴	mate
同事	mate
配偶	mate
伙伴	partner
搭挡	partner
配偶	partner
浪花	spray
喷雾	spray
喷	spray
盆	basin
洗脸盆	basin
盆地	basin
碰撞	crash
坠落	crash
赞成	apval
同意	apval
批准	apval
赞成	apve
称许	apve
批准	apve
证实	confirm
肯定	confirm
批准	confirm
行李	luggage
皮箱	luggage
皮包	luggage
树干	trunk
大衣箱	trunk
皮箱	trunk
章	chapter
回	chapter
篇	chapter
漂流	drift
漂泊	drift
车费	fare
船费	fare
票价	fare
账单	bill
招贴	bill
票据	bill
碎片	piece
块	piece
拼合	piece
拼字	spelling
拼法	spelling
拼写法	spelling
海峡	channel
渠道	channel
频道	channel
屡次	frequency
次数	frequency
频率	frequency
和平	peace
和睦	peace
平静	peace
价值	value
价格	value
评价	value
批评	criticism
批判	criticism
评论	criticism
征服	conquer
战胜	conquer
破除	conquer
打破	break
损坏	break
破坏	break
失事	wreck
残骸	wreck
破坏	wreck
黎明	dawn
开端	dawn
破晓	dawn
层	layer
层次	layer
铺设者	layer
简单	simplicity
简易	simplicity
朴素	simplicity
暴露	exposure
揭露	exposure
曝光	exposure
预料	anticipate
预期	anticipate
期望	anticipate
蠢人	fool
傻子	fool
欺骗	fool
惊异	wonder
惊奇	wonder
奇迹	wonder
旗	flag
旗帜	flag
旗舰旗	flag
尝试	attempt
试图	attempt
企图	attempt
建议	suggest
暗示	suggest
启发	suggest
信息	message
消息	message
启示	message
草稿	draft
汇票	draft
起草	draft
离开	departure
出发	departure
起程	departure
向上	up
起床	up
起来	up
开始	beginning
开端	beginning
起源	beginning
茎	stem
干	stem
起源	stem
大气	atmosphere
空气	atmosphere
气氛	atmosphere
气息	breath
呼吸	breath
气味	breath
碳酸钠	soda
纯碱	soda
汽水	soda
煤气	gas
气体	gas
汽油	gas
行为	deed
功绩	deed
契约	deed
器械	apparatus
仪器	apparatus
器官	apparatus
用具	appliance
器具	appliance
器械	appliance
捏	pinch
拧	pinch
掐掉	pinch
发生	happen
碰巧	happen
恰好	happen
符号	sign
招牌	sign
签名	sign
署名	signature
签字	signature
签名	signature
展望	spect
前景	spect
前程	spect
将来	future
未来	future
前途	future
前夜	eve
